sub_id,remainder_twh,phase1_twh,total_twh,name,lat,lon,ba,state
36230,0.029123,0.0,0.029123,STANFORD 1,37.3226,-122.176,CISO,CA
36231,0.042448,0.0,0.042448,SAN LEANDRO 1,37.7133,-122.175,CISO,CA
36232,0.042448,0.0,0.042448,SAN LEANDRO 2,37.6983,-122.21,CISO,CA
36233,0.038338,0.0,0.038338,SAN LEANDRO 3,37.7188,-122.222,CISO,CA
36234,0.03635,0.0,0.03635,OAKLAND 17,37.8448,-122.132,CISO,CA
36235,0.034932,0.0,0.034932,PALO ALTO 1,37.3536,-122.205,CISO,CA
36236,0.031225,0.0,0.031225,BOULDER CREEK,37.1513,-122.112,CISO,CA
36237,0.059137,0.0,0.059137,LOS ALTOS 1,37.329,-122.113,CISO,CA
36238,0.043856,0.0,0.043856,MARTINEZ 1,38.0655,-122.065,CISO,CA
36239,0.043856,0.0,0.043856,MARTINEZ 2,37.9634,-122.074,CISO,CA
36240,0.025241,0.0,0.025241,BENICIA 1,38.0706,-122.219,CISO,CA
36241,0.025241,0.0,0.025241,BENICIA 2,38.0003,-122.128,CISO,CA
36242,0.033927,0.0,0.033927,FAIRFIELD 1,38.3445,-122.04,CISO,CA
36243,0.033927,0.0,0.033927,FAIRFIELD 2,38.2467,-122.164,CISO,CA
36244,0.025303,0.0,0.025303,SAN LORENZO 1,37.7728,-122.109,CISO,CA
36245,0.025303,0.0,0.025303,SAN LORENZO 2,37.6284,-122.051,CISO,CA
36246,0.043421,0.0,0.043421,OAKLAND 18,37.8605,-122.21,CISO,CA
36247,0.031422,0.0,0.031422,PALO ALTO 2,37.369,-122.13,CISO,CA
36248,0.027684,0.0,0.027684,HAYWARD 1,37.6521,-122.103,CISO,CA
36249,0.027684,0.0,0.027684,HAYWARD 2,37.5143,-122.206,CISO,CA
36250,0.037261,0.0,0.037261,SAN LEANDRO 4,37.7789,-122.118,CISO,CA
36251,0.035926,0.0,0.035926,SAN LEANDRO 5,37.7417,-122.124,CISO,CA
36252,0.043214,0.0,0.043214,SANTA CRUZ 1,37.0109,-122.132,CISO,CA
36253,0.044767,0.0,0.044767,SANTA CRUZ 2,37.0447,-122.173,CISO,CA
36254,0.042365,0.0,0.042365,PALO ALTO 3,37.4838,-122.148,CISO,CA
36255,0.042365,0.0,0.042365,PALO ALTO 4,37.4902,-122.068,CISO,CA
36256,0.028378,0.0,0.028378,MORAGA,37.7767,-122.142,CISO,CA
36257,0.025034,0.0,0.025034,LAFAYETTE 1,37.847,-122.065,CISO,CA
36258,0.031815,0.0,0.031815,FREMONT 1,37.4542,-122.052,CISO,CA
36259,0.031815,0.0,0.031815,FREMONT 2,37.5197,-122.096,CISO,CA
36260,0.041713,0.0,0.041713,LOS ALTOS 2,37.2923,-122.019,CISO,CA
36261,0.030749,0.0,0.030749,MOUNTAIN VIEW 1,37.3674,-122.11,CISO,CA
36262,0.030749,0.0,0.030749,MOUNTAIN VIEW 2,37.3101,-122.137,CISO,CA
36263,0.057429,0.0,0.057429,HAYWARD 3,37.6978,-122.146,CISO,CA
36264,0.057429,0.0,0.057429,HAYWARD 4,37.6649,-122.015,CISO,CA
36265,0.05658,0.0,0.05658,CUPERTINO 1,37.4055,-122.056,CISO,CA
36266,0.05658,0.0,0.05658,CUPERTINO 2,37.2992,-122.15,CISO,CA
36267,0.017062,0.0,0.017062,WINTERS,38.528,-122.032,CISO,CA
36268,0.039332,0.0,0.039332,CASTRO VALLEY 1,37.7857,-122.032,CISO,CA
36269,0.075682,0.0,0.075682,CASTRO VALLEY 2,37.7542,-122.099,CISO,CA
36270,0.031277,0.0,0.031277,PLEASANT HILL 1,37.9213,-121.978,CISO,CA
36271,0.031277,0.0,0.031277,PLEASANT HILL 2,38.0147,-122.042,CISO,CA
36272,0.024775,0.0,0.024775,MOUNTAIN VIEW 3,37.3979,-122.153,CISO,CA
36273,0.037789,0.0,0.037789,WALNUT CREEK 1,37.8727,-122.101,CISO,CA
36274,0.026421,0.0,0.026421,MOUNTAIN VIEW 4,37.4528,-122.105,CISO,CA
36275,0.026421,0.0,0.026421,MOUNTAIN VIEW 5,37.4199,-122.039,CISO,CA
36276,0.030997,0.0,0.030997,WALNUT CREEK 2,37.8134,-122.134,CISO,CA
36277,0.013666,0.0,0.013666,SANTA CRUZ 3,37.0632,-122.128,CISO,CA
36278,0.068041,0.0,0.068041,HAYWARD 5,37.5495,-122.089,CISO,CA
36279,0.068041,0.0,0.068041,HAYWARD 6,37.6188,-122.085,CISO,CA
36280,0.028533,0.0,0.028533,SARATOGA 1,37.2793,-121.987,CISO,CA
36281,0.028533,0.0,0.028533,SARATOGA 2,37.2943,-122.076,CISO,CA
36282,0.034673,0.0,0.034673,CONCORD 1,37.9864,-122.131,CISO,CA
36283,0.034673,0.0,0.034673,CONCORD 2,37.9138,-122.104,CISO,CA
36284,0.037344,0.0,0.037344,WALNUT CREEK 3,37.9384,-122.132,CISO,CA
36285,0.023698,0.0,0.023698,HAYWARD 7,37.5855,-122.081,CISO,CA
36286,0.050586,0.0,0.050586,SUNNYVALE 1,37.3503,-122.01,CISO,CA
36287,0.050586,0.0,0.050586,SUNNYVALE 2,37.3078,-122.073,CISO,CA
36288,0.039673,0.0,0.039673,NEWARK 1,37.5209,-122.069,CISO,CA
36289,0.039673,0.0,0.039673,NEWARK 2,37.5547,-122.106,CISO,CA
36290,0.044239,0.0,0.044239,SUNNYVALE 3,37.2778,-121.94,CISO,CA
36291,0.042583,0.0,0.042583,SUNNYVALE 4,37.3989,-121.936,CISO,CA
36292,0.032033,0.0,0.032033,VACAVILLE 1,38.3834,-121.96,CISO,CA
36293,0.032033,0.0,0.032033,VACAVILLE 2,38.4075,-121.96,CISO,CA
36294,0.024951,0.0,0.024951,CONCORD 3,37.8997,-121.949,CISO,CA
36295,0.024951,0.0,0.024951,CONCORD 4,37.9783,-122.056,CISO,CA
36296,0.026939,0.0,0.026939,CASTRO VALLEY 3,37.7722,-122.042,CISO,CA
36297,0.027747,0.0,0.027747,ALAMO 1,37.857,-121.974,CISO,CA
36298,0.064769,0.0,0.064769,UNION CITY 1,37.6356,-121.942,CISO,CA
36299,0.066498,0.0,0.066498,UNION CITY 2,37.6733,-121.923,CISO,CA
36300,0.039591,0.0,0.039591,SUNNYVALE 5,37.2937,-122.045,CISO,CA
36301,0.035863,0.0,0.035863,SUNNYVALE 6,37.4587,-121.917,CISO,CA
36302,0.027488,0.0,0.027488,SCOTTS VALLEY,37.0795,-121.942,CISO,CA
36303,0.058444,0.0,0.058444,CONCORD 5,37.8908,-122.083,CISO,CA
36304,0.071623,0.0,0.071623,FAIRFIELD 3,38.3463,-121.97,CISO,CA
36305,0.064552,0.0,0.064552,FAIRFIELD 4,38.1946,-122.023,CISO,CA
36306,0.040191,0.0,0.040191,SAN JOSE 1,37.3912,-121.97,CISO,CA
36307,0.036081,0.0,0.036081,SAN JOSE 2,37.3199,-121.988,CISO,CA
36308,0.024061,0.0,0.024061,WALNUT CREEK 4,37.8256,-121.961,CISO,CA
36309,0.028979,0.0,0.028979,DANVILLE 1,37.7918,-121.992,CISO,CA
36310,0.028979,0.0,0.028979,DANVILLE 2,37.8366,-121.907,CISO,CA
36311,0.033917,0.0,0.033917,SANTA CRUZ 4,36.9777,-122.054,CISO,CA
36312,0.048018,0.0,0.048018,SANTA CRUZ 5,36.9251,-121.858,CISO,CA
36313,0.025924,0.0,0.025924,SAN JOSE 3,37.1906,-122.085,CISO,CA
36314,0.03049,0.0,0.03049,LOS GATOS 1,37.1191,-122.052,CISO,CA
36315,0.050617,0.0,0.050617,SANTA CLARA 1,37.4371,-122.013,CISO,CA
36316,0.050617,0.0,0.050617,SANTA CLARA 2,37.2799,-121.997,CISO,CA
36317,0.015116,0.0,0.015116,SANTA CRUZ 6,37.1069,-121.977,CISO,CA
36318,0.023833,0.0,0.023833,LOS GATOS 2,37.2282,-121.892,CISO,CA
36319,0.064097,0.0,0.064097,FREMONT 3,37.5271,-122.016,CISO,CA
36320,0.064097,0.0,0.064097,FREMONT 4,37.5664,-121.945,CISO,CA
36321,0.032478,0.0,0.032478,SAN RAMON 1,37.7209,-121.937,CISO,CA
36322,0.032478,0.0,0.032478,SAN RAMON 2,37.7542,-122.028,CISO,CA
36323,0.043545,0.0,0.043545,SANTA CLARA 3,37.3768,-122.009,CISO,CA
36324,0.056974,0.0,0.056974,FREMONT 5,37.4224,-121.948,CISO,CA
36325,0.056974,0.0,0.056974,FREMONT 6,37.4457,-121.978,CISO,CA
36326,0.028016,0.0,0.028016,SAN JOSE 4,37.2977,-122.032,CISO,CA
36327,0.028016,0.0,0.028016,SAN JOSE 5,37.2308,-121.868,CISO,CA
36328,0.038431,0.0,0.038431,CONCORD 6,37.9498,-121.915,CISO,CA
36329,0.038431,0.0,0.038431,CONCORD 7,37.9843,-121.903,CISO,CA
36330,0.042169,0.0,0.042169,CAMPBELL 1,37.2439,-122.013,CISO,CA
36331,0.042169,0.0,0.042169,CAMPBELL 2,37.1935,-121.937,CISO,CA
36332,0.017031,0.0,0.017031,CAPITOLA,36.8856,-121.832,CISO,CA
36333,0.033472,0.0,0.033472,SANTA CLARA 4,37.4433,-122.041,CISO,CA
36334,0.033472,0.0,0.033472,SANTA CLARA 5,37.4186,-121.975,CISO,CA
36335,0.028451,0.0,0.028451,SAN JOSE 6,37.4173,-121.929,CISO,CA
36336,0.032457,0.0,0.032457,SAN JOSE 7,37.2312,-121.848,CISO,CA
36337,0.018926,0.0,0.018926,SOQUEL,37.1329,-121.848,CISO,CA
36338,0.026338,0.0,0.026338,SUISUN CITY 1,38.1925,-121.863,CISO,CA
36339,0.026338,0.0,0.026338,SUISUN CITY 2,38.1674,-122.017,CISO,CA
36340,0.023377,0.0,0.023377,LOS GATOS 3,37.1548,-121.997,CISO,CA
36341,0.023377,0.0,0.023377,LOS GATOS 4,37.1432,-122.018,CISO,CA
36342,0.043866,0.0,0.043866,SAN JOSE 8,37.2088,-121.921,CISO,CA
36343,0.043866,0.0,0.043866,SAN JOSE 9,37.1585,-122.02,CISO,CA
36344,0.060949,0.0,0.060949,VACAVILLE 3,38.2959,-121.967,CISO,CA
36345,0.060659,0.0,0.060659,VACAVILLE 4,38.2348,-122.018,CISO,CA
36346,0.028927,0.0,0.028927,SAN JOSE 10,37.4224,-121.996,CISO,CA
36347,0.028927,0.0,0.028927,SAN JOSE 11,37.3871,-121.999,CISO,CA
36348,0.035905,0.0,0.035905,SAN RAMON 3,37.7239,-121.972,CISO,CA
36349,0.035905,0.0,0.035905,SAN RAMON 4,37.8552,-121.991,CISO,CA
36350,0.044674,0.0,0.044674,DUBLIN 1,37.7592,-121.947,CISO,CA
36351,0.042873,0.0,0.042873,DUBLIN 2,37.6337,-121.974,CISO,CA
36352,0.041837,0.0,0.041837,DANVILLE 3,37.7255,-121.934,CISO,CA
36353,0.04662,0.0,0.04662,FREMONT 7,37.4532,-121.842,CISO,CA
36354,0.04662,0.0,0.04662,FREMONT 8,37.5121,-121.902,CISO,CA
36355,0.034901,0.0,0.034901,SAN JOSE 12,37.3183,-121.995,CISO,CA
36356,0.052573,0.0,0.052573,PITTSBURG 1,38.0335,-121.877,CISO,CA
36357,0.052573,0.0,0.052573,PITTSBURG 2,38.0778,-121.818,CISO,CA
36358,0.052781,0.0,0.052781,PITTSBURG 3,38.1064,-121.911,CISO,CA
36359,0.026618,0.0,0.026618,SAN JOSE 13,37.3319,-121.907,CISO,CA
36360,0.026618,0.0,0.026618,SAN JOSE 14,37.4076,-121.907,CISO,CA
36361,0.048401,0.0,0.048401,SAN JOSE 15,37.3045,-121.9,CISO,CA
36362,0.052263,0.0,0.052263,SAN JOSE 16,37.385,-121.922,CISO,CA
36363,0.053422,0.0,0.053422,SAN JOSE 17,37.3275,-121.845,CISO,CA
36364,0.029755,0.0,0.029755,SAN JOSE 18,37.2357,-121.877,CISO,CA
36365,0.052108,0.0,0.052108,SAN JOSE 19,37.3207,-121.83,CISO,CA
36366,0.084575,0.0,0.084575,SAN JOSE 20,37.3318,-121.863,CISO,CA
36367,0.044674,0.0,0.044674,APTOS,36.9995,-121.819,CISO,CA
36368,0.023077,0.0,0.023077,CLAYTON,37.895,-121.974,CISO,CA
36369,0.062378,0.0,0.062378,MILPITAS 1,37.4732,-121.821,CISO,CA
36370,0.062378,0.0,0.062378,MILPITAS 2,37.5054,-121.876,CISO,CA
36371,0.023667,0.0,0.023667,SAN JOSE 21,37.4182,-121.77,CISO,CA
36372,0.02874,0.0,0.02874,PLEASANTON 1,37.7035,-121.857,CISO,CA
36373,0.047987,0.0,0.047987,SAN JOSE 22,37.4215,-121.754,CISO,CA
36374,0.047987,0.0,0.047987,SAN JOSE 23,37.3773,-121.84,CISO,CA
36375,0.040056,0.0,0.040056,SAN JOSE 24,37.1801,-121.902,CISO,CA
36376,0.040056,0.0,0.040056,SAN JOSE 25,37.1855,-121.832,CISO,CA
36377,0.0381,0.0,0.0381,PLEASANTON 2,37.6998,-121.877,CISO,CA
36378,0.06683,0.0,0.06683,PLEASANTON 3,37.6989,-121.934,CISO,CA
36379,0.034901,0.0,0.034901,SAN JOSE 26,37.2801,-121.81,CISO,CA
36380,0.034901,0.0,0.034901,SAN JOSE 27,37.2832,-121.82,CISO,CA
36381,0.052687,0.0,0.052687,SAN JOSE 28,37.3869,-121.854,CISO,CA
36382,0.052687,0.0,0.052687,SAN JOSE 29,37.4096,-121.921,CISO,CA
36383,0.058133,0.0,0.058133,SAN JOSE 30,37.1742,-121.737,CISO,CA
36384,0.057988,0.0,0.057988,SAN JOSE 31,37.179,-121.91,CISO,CA
36385,0.054478,0.0,0.054478,SAN JOSE 32,37.3111,-121.832,CISO,CA
36386,0.067058,0.0,0.067058,SAN JOSE 33,37.253,-121.773,CISO,CA
36387,0.058185,0.0,0.058185,ANTIOCH 1,37.9766,-121.768,CISO,CA
36388,0.058185,0.0,0.058185,ANTIOCH 2,37.9565,-121.861,CISO,CA
36389,0.034911,0.0,0.034911,SAN JOSE 34,37.2704,-121.874,CISO,CA
36390,0.034911,0.0,0.034911,SAN JOSE 35,37.2643,-121.887,CISO,CA
36391,0.057139,0.0,0.057139,SAN JOSE 36,37.4011,-121.857,CISO,CA
36392,0.057139,0.0,0.057139,SAN JOSE 37,37.3244,-121.796,CISO,CA
36393,0.018584,0.0,0.018584,SAN JOSE 38,37.2767,-121.849,CISO,CA
36394,0.042779,0.0,0.042779,SAN JOSE 39,37.3916,-121.684,CISO,CA
36395,0.042427,0.0,0.042427,SAN JOSE 40,37.2854,-121.866,CISO,CA
36396,0.037541,0.0,0.037541,ANTIOCH 3,37.8887,-121.792,CISO,CA
36397,0.038307,0.0,0.038307,ANTIOCH 4,38.0059,-121.711,CISO,CA
36398,0.040616,0.071616,0.112232,DIXON,38.434,-121.768,CISO,CA
36399,0.034352,0.0,0.034352,LIVERMORE 1,37.6779,-121.756,CISO,CA
36400,0.034352,0.0,0.034352,LIVERMORE 2,37.7978,-121.661,CISO,CA
36401,0.037551,0.0,0.037551,SAN JOSE 41,37.3443,-121.748,CISO,CA
36402,0.037551,0.0,0.037551,SAN JOSE 42,37.4054,-121.829,CISO,CA
36403,0.035201,0.0,0.035201,SAN JOSE 43,37.3181,-121.775,CISO,CA
36404,0.038007,0.0,0.038007,OAKLEY 1,38.0142,-121.595,CISO,CA
36405,0.034021,0.0,0.034021,OAKLEY 2,37.9558,-121.681,CISO,CA
36406,0.037499,0.0,0.037499,SAN JOSE 44,37.3079,-121.762,CISO,CA
36407,0.025417,0.0,0.025417,DAVIS 3,38.6302,-121.684,CISO,CA
36408,0.025417,0.0,0.025417,DAVIS 4,38.5805,-121.652,CISO,CA
36409,0.050876,0.0,0.050876,BRENTWOOD 1,37.9848,-121.733,CISO,CA
36410,0.050876,0.0,0.050876,BRENTWOOD 2,37.907,-121.621,CISO,CA
36411,0.021089,0.0,0.021089,TRACY 1,37.8092,-121.625,CISO,CA
36412,0.011958,0.0,0.011958,SAN MARTIN,37.0315,-121.641,CISO,CA
36413,0.042469,0.0,0.042469,MORGAN HILL 1,37.2472,-121.572,CISO,CA
36414,0.042469,0.0,0.042469,MORGAN HILL 2,37.2718,-121.687,CISO,CA
36415,0.024982,0.0,0.024982,DISCOVERY BAY,37.9058,-121.597,CISO,CA
36416,0.043701,0.0,0.043701,LIVERMORE 3,37.4626,-121.495,CISO,CA
36417,0.043701,0.0,0.043701,LIVERMORE 4,37.5535,-121.485,CISO,CA
36418,0.053433,0.0,0.053433,GILROY 1,37.0895,-121.528,CISO,CA
36419,0.053433,0.0,0.053433,GILROY 2,37.0264,-121.525,CISO,CA
36420,0.028792,0.0,0.028792,TRACY 2,37.6598,-121.454,CISO,CA
36421,0.028792,0.0,0.028792,TRACY 3,37.7452,-121.608,CISO,CA
36422,0.025986,0.0,0.025986,STOCKTON 1,38.0766,-121.482,CISO,CA
36423,0.025986,0.0,0.025986,STOCKTON 2,38.0725,-121.534,CISO,CA
36432,0.0,0.103634,0.103634,GILROY 3,37.0001,-121.537,CISO,CA
36461,0.036454,0.0,0.036454,PACIFIC GROVE,36.6363,-121.937,CISO,CA
36462,0.028616,0.0,0.028616,CARMEL,36.4807,-121.828,CISO,CA
36463,0.029455,0.0,0.029455,MONTEREY,36.53,-121.826,CISO,CA
36464,0.060545,0.0,0.060545,SEASIDE 2,36.5536,-121.785,CISO,CA
36465,0.03108,0.0,0.03108,SEASIDE 3,36.6846,-121.736,CISO,CA
36466,0.041754,0.0,0.041754,MARINA,36.749,-121.769,CISO,CA
36467,0.051228,0.0,0.051228,WATSONVILLE 1,36.8961,-121.692,CISO,CA
36468,0.051228,0.0,0.051228,WATSONVILLE 2,37.0299,-121.692,CISO,CA
36469,0.053795,0.0,0.053795,WATSONVILLE 3,36.9295,-121.748,CISO,CA
36470,0.06479,0.0,0.06479,SALINAS 1,36.7674,-121.658,CISO,CA
36471,0.014256,0.0,0.014256,CARMEL VALLEY,36.3605,-121.586,CISO,CA
36472,0.062709,0.0,0.062709,SALINAS 2,36.7599,-121.584,CISO,CA
36473,0.0554,0.0,0.0554,SALINAS 3,36.7165,-121.675,CISO,CA
36474,0.025034,0.0,0.025034,SALINAS 4,36.6483,-121.526,CISO,CA
36475,0.101182,0.0,0.101182,SALINAS 5,36.6851,-121.677,CISO,CA
36476,0.058175,0.0,0.058175,SALINAS 6,36.6784,-121.577,CISO,CA
36477,0.046455,0.0,0.046455,TRACY 5,37.751,-121.345,CISO,CA
36478,0.046455,0.0,0.046455,TRACY 6,37.7017,-121.358,CISO,CA
36479,0.060701,0.0,0.060701,STOCKTON 3,38.0104,-121.513,CISO,CA
36480,0.060566,0.0,0.060566,STOCKTON 4,37.8948,-121.465,CISO,CA
36481,0.029268,0.0,0.029268,TRACY 7,37.7656,-121.39,CISO,CA
36482,0.032695,0.0,0.032695,GREENFIELD,36.2857,-121.351,CISO,CA
36483,0.026276,0.0,0.026276,LODI 1,38.0833,-121.432,CISO,CA
36484,0.060452,0.0,0.060452,STOCKTON 5,38.0939,-121.289,CISO,CA
36485,0.046123,0.0,0.046123,HOLLISTER 1,36.9,-121.392,CISO,CA
36486,0.05305,0.0,0.05305,HOLLISTER 2,36.9003,-121.423,CISO,CA
36487,0.028347,0.0,0.028347,SOLEDAD 1,36.4644,-121.244,CISO,CA
36488,0.041496,0.0,0.041496,SOLEDAD 2,36.4459,-121.421,CISO,CA
36489,0.029248,0.0,0.029248,STOCKTON 6,37.8876,-121.371,CISO,CA
36490,0.044695,0.0,0.044695,STOCKTON 7,38.058,-121.299,CISO,CA
36491,0.044695,0.0,0.044695,STOCKTON 8,38.032,-121.25,CISO,CA
36492,0.025893,0.0,0.025893,STOCKTON 9,38.0197,-121.374,CISO,CA
36493,0.028771,0.0,0.028771,STOCKTON 10,37.9741,-121.389,CISO,CA
36494,0.033275,0.0,0.033275,LATHROP 1,37.7662,-121.231,CISO,CA
36495,0.07182,0.0,0.07182,STOCKTON 11,37.9712,-121.242,CISO,CA
36496,0.03635,0.0,0.03635,STOCKTON 12,37.9612,-121.287,CISO,CA
36497,0.037159,0.0,0.037159,MANTECA 1,37.7075,-121.239,BANC,CA
36498,0.037159,0.0,0.037159,MANTECA 2,37.7304,-121.21,BANC,CA
36499,0.026939,0.0,0.026939,ACAMPO,38.1713,-121.285,CISO,CA
36500,0.047035,0.0,0.047035,STOCKTON 13,38.0753,-121.238,CISO,CA
36501,0.053913,0.0,0.053913,PATTERSON 1,37.5099,-121.182,TIDC,CA
36502,0.055183,0.0,0.055183,PATTERSON 2,37.3842,-121.23,TIDC,CA
36503,0.039767,0.0,0.039767,MANTECA 3,37.8343,-121.181,CISO,CA
36504,0.075237,0.0,0.075237,MANTECA 4,37.9052,-121.158,CISO,CA
36505,0.021825,0.0,0.021825,NEWMAN,37.2402,-121.12,CISO,CA
36506,0.051145,0.0,0.051145,STOCKTON 14,38.0016,-121.178,CISO,CA
36507,0.043949,0.0,0.043949,LODI 2,38.2028,-121.079,CISO,CA
36508,0.043949,0.0,0.043949,LODI 3,38.0958,-121.194,CISO,CA
36509,0.039043,0.0,0.039043,RIPON 1,37.6637,-121.061,BANC,CA
36510,0.062385,0.0,0.062385,MODESTO 1,37.566,-121.051,TIDC,CA
36511,0.062385,0.0,0.062385,MODESTO 2,37.5942,-121.012,TIDC,CA
36512,0.06631,0.127491,0.193801,MODESTO 3,37.6722,-120.939,BANC,CA
36513,0.030128,0.0,0.030128,KING CITY 1,36.1709,-120.982,CISO,CA
36514,0.060108,0.0,0.060108,MODESTO 4,37.6933,-121.106,BANC,CA
36515,0.092177,0.0,0.092177,MODESTO 5,37.7633,-121.064,BANC,CA
36516,0.030185,0.0,0.030185,ESCALON,37.8722,-121.043,BANC,CA
36517,0.054704,0.0,0.054704,MODESTO 6,37.6809,-120.969,BANC,CA
36518,0.091519,0.0,0.091519,MODESTO 7,37.5601,-120.971,TIDC,CA
36519,0.023067,0.0,0.023067,IONE 3,38.2699,-120.933,CISO,CA
36520,0.08423,0.019109,0.103339,CERES 1,37.5671,-120.903,TIDC,CA
36521,0.099968,0.0,0.099968,CERES 2,37.5294,-120.901,TIDC,CA
36522,0.160427,0.0,0.160427,MODESTO 8,37.6103,-120.916,TIDC,CA
36523,0.098562,0.0,0.098562,MODESTO 9,37.6335,-121.029,BANC,CA
36524,0.054573,0.0,0.054573,RIVERBANK,37.6311,-120.89,BANC,CA
36525,0.013645,0.0,0.013645,HILMAR,37.3453,-120.963,CISO,CA
36526,0.081166,0.0,0.081166,TURLOCK 1,37.5564,-120.879,TIDC,CA
36527,0.044632,0.0,0.044632,HUGHSON,37.5839,-120.786,TIDC,CA
36528,0.071272,0.148913,0.220184,TURLOCK 2,37.4514,-120.841,TIDC,CA
36529,0.071272,0.0,0.071272,TURLOCK 3,37.5233,-120.794,TIDC,CA
36530,0.028564,0.0,0.028564,VALLEY SPRINGS,38.1786,-120.862,CISO,CA
36531,0.036133,0.46219,0.498323,LOS BANOS 1,37.0689,-120.831,CISO,CA
36532,0.039912,0.117176,0.157088,LOS BANOS 2,37.1334,-120.846,CISO,CA
36533,0.051287,0.128048,0.179335,DELHI,37.433,-120.756,TIDC,CA
36534,0.028834,0.0,0.028834,JACKSON 1,38.3929,-120.798,CISO,CA
36535,0.078936,0.0,0.078936,OAKDALE 1,37.7101,-120.672,BANC,CA
36536,0.046592,0.0,0.046592,OAKDALE 2,37.871,-120.77,BANC,CA
36537,0.061969,0.109806,0.171774,LIVINGSTON 1,37.3505,-120.693,TIDC,CA
36538,0.076634,0.0,0.076634,ATWATER 1,37.4153,-120.583,TIDC,CA
36539,0.133722,0.0,0.133722,ATWATER 2,37.3318,-120.575,TIDC,CA
36540,0.017393,0.0,0.017393,ANGELS CAMP,38.1256,-120.682,CISO,CA
36541,0.020272,0.0,0.020272,DOS PALOS,37.102,-120.644,CISO,CA
36542,0.026566,0.0,0.026566,WINTON,37.479,-120.488,CISO,CA
36543,0.017859,0.056515,0.074374,FIREBAUGH 1,36.8692,-120.575,CISO,CA
36544,0.030718,0.0,0.030718,MERCED 1,37.216,-120.488,CISO,CA
36545,0.030718,0.0,0.030718,MERCED 2,37.147,-120.52,CISO,CA
36546,0.028699,0.0,0.028699,MERCED 3,37.4214,-120.542,CISO,CA
36547,0.018273,0.0,0.018273,JAMESTOWN,37.931,-120.381,CISO,CA
36548,0.022135,0.0,0.022135,MENDOTA 1,36.6599,-120.349,CISO,CA
36549,0.03635,0.0,0.03635,COALINGA 1,36.1514,-120.446,CISO,CA
36550,0.031619,0.0,0.031619,MERCED 4,37.3627,-120.442,CISO,CA
36551,0.031619,0.0,0.031619,MERCED 5,37.3493,-120.518,CISO,CA
36552,0.01202,0.0,0.01202,PIONEER 1,38.5813,-120.328,CISO,CA
36553,0.045606,0.0,0.045606,SONORA 1,38.0268,-120.29,CISO,CA
36554,0.043235,0.0,0.043235,SONORA 2,38.0608,-120.348,CISO,CA
36555,0.016575,0.0,0.016575,PLANADA,37.3172,-120.211,CISO,CA
36556,0.044415,0.0,0.044415,CHOWCHILLA 1,37.0082,-120.304,CISO,CA
36557,0.03517,0.0,0.03517,MADERA 1,36.9476,-120.184,CISO,CA
36558,0.03517,0.0,0.03517,MADERA 2,36.8742,-120.259,CISO,CA
36559,0.055773,0.0,0.055773,KERMAN,36.7735,-120.101,CISO,CA
36560,0.028937,0.0,0.028937,AVENAL 1,35.8727,-119.978,CISO,CA
36561,0.04572,0.0,0.04572,MADERA 3,36.9553,-120.018,CISO,CA
36562,0.04572,0.0,0.04572,MADERA 4,36.9995,-120.014,CISO,CA
36563,0.026028,0.0,0.026028,MARIPOSA,37.5083,-119.926,CISO,CA
36564,0.028057,0.0,0.028057,RIVERDALE,36.3951,-119.853,CISO,CA
36565,0.038286,0.0,0.038286,FRESNO 1,36.66,-119.939,CISO,CA
36566,0.038286,0.0,0.038286,FRESNO 2,36.6301,-119.96,CISO,CA
36567,0.04749,0.0,0.04749,FRESNO 3,36.7342,-119.859,CISO,CA
36568,0.04749,0.0,0.04749,FRESNO 4,36.8879,-119.922,CISO,CA
36569,0.077597,0.0,0.077597,FRESNO 5,36.7128,-119.813,CISO,CA
36570,0.022187,0.0,0.022187,MADERA 5,37.0004,-119.855,CISO,CA
36571,0.034228,0.0,0.034228,FRESNO 6,36.923,-119.908,CISO,CA
36572,0.068424,0.0,0.068424,FRESNO 7,36.8929,-119.747,CISO,CA
36573,0.050834,0.0,0.050834,LEMOORE 1,36.2039,-119.924,CISO,CA
36574,0.034859,0.0,0.034859,LEMOORE 2,36.2092,-119.748,CISO,CA
36575,0.034197,0.0,0.034197,FRESNO 8,36.7659,-119.895,CISO,CA
36576,0.025303,0.0,0.025303,FRESNO 9,36.8209,-119.837,CISO,CA
36577,0.054996,0.0,0.054996,FRESNO 10,36.7572,-119.834,CISO,CA
36578,0.037924,0.0,0.037924,FRESNO 11,36.7122,-119.749,CISO,CA
36579,0.050896,0.063768,0.114665,FRESNO 12,36.7383,-119.788,CISO,CA
36580,0.042106,0.0,0.042106,FRESNO 13,36.8076,-119.749,CISO,CA
36581,0.065453,0.0,0.065453,FRESNO 14,36.825,-119.759,CISO,CA
36582,0.05628,0.0,0.05628,FRESNO 15,36.7775,-119.724,CISO,CA
36583,0.018522,0.0,0.018522,FRESNO 16,36.9936,-119.671,CISO,CA
36584,0.045295,0.0,0.045295,FRESNO 17,36.7532,-119.704,CISO,CA
36585,0.045295,0.0,0.045295,FRESNO 18,36.7816,-119.678,CISO,CA
36586,0.028171,0.0,0.028171,COARSEGOLD,37.2601,-119.841,CISO,CA
36587,0.057056,0.0,0.057056,FRESNO 19,36.562,-119.775,CISO,CA
36588,0.037841,0.0,0.037841,CLOVIS 1,36.7416,-119.627,CISO,CA
